"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0784313755902","18.6486486682331","12.1298405451924","3.96140172360629","7.96287173232642","5.88235395341866","7.30769324531406","8.20390129312089","2.54714368704694","1.18578851134656","7.04687499241221","1.99198444906199","1.2380418420716","7.62292064930222","4.1820016304779","-0.944953481157384","1.11050459944282","7.29372807096192","-0.383137672063768","1.12741146411624","3.0895443848509","1.83575517191368","-11.6777413693852","-2.73345679250639","3.36923718421511","-1.04079988436683","6.43148260418822","-1.58657513817235","-0.623625902371245","1.71962497989442","7.04853338603499","2.39708619981323","-2.23244202651868","-26.2118202145169","24.1326273569798","8.51791810517545","4.26371941452948","",
"Africa Eastern and Southern","AFE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","0.46970776154383","7.86862262319083","5.62247240571669","4.68953268170024","5.15953615906331","4.82225771933544","5.37393773195951","4.15338254599857","5.09180744606266","1.13515366887289","5.47934240114991","2.77115784172955","4.60644970116839","5.47581327199114","1.40432911054754","2.38220080923665","1.12064753175447","1.50860907149625","2.93052334902409","5.46429318294315","4.01409118266271","0.315152685401273","0.039328520117806","3.36528043216107","-0.128036530671636","2.26600456066129","3.95452383431116","4.27411013497894","2.69634243760328","0.17586725565728","-0.0954636730858027","-2.35016039104546","-0.599437722454866","1.93203140647964","4.28264764144176","5.45433503057018","3.84197710836047","1.75262940036217","2.64928460270326","3.21216748277074","3.50548806176488","3.83384813978296","2.95293851342404","5.55444775546961","6.16249334973169","6.57743860346748","6.64693504718772","4.36617310328631","0.892651361101571","5.20794344063218","4.05892327211205","1.76796954241274","4.31772516764461","4.01435055814143","3.00336692879381","2.19599120737905","2.69623782915109","2.66503807456537","2.20034043292388","-2.85978392104712","4.56356807595664","3.55576878716199","1.89130738721937","2.76680373044995",
"Afghanistan","AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.4319740700862","28.6000011706788","8.83227780288267","1.41411799339429","11.2297148272859","5.35740324748592","13.8263195471281","3.92498381999467","21.3905283926492","14.3624414710737","0.426354776777345","12.7522870926697","5.60074465863221","2.72454336219565","1.45131466066431","2.26031420279821","2.6470032027451","1.18922812944517","3.91160341625552","-2.35110067203466","-20.7388393676343","-6.24017199240269","2.26694373649188","",
"Africa Western and Central","AFW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","1.86963694892579","3.72594058435067","7.03919083567004","5.36476147652512","4.10561568399154","-1.51298857387891","-8.96744276434912","1.55899310563615","15.1271903399798","17.3825306756996","10.4532719060854","3.15318789866281","3.95226425281811","9.97560715604686","-2.0777948749821","8.39482521616917","4.55144662186548","-1.91793085218499","5.00166992894225","1.90579075452573","-6.70135359210889","-3.22291694249776","-6.25245903792026","0.541858154102385","5.39464267811532","1.33755200126274","1.42975190677987","4.67982754317944","1.72672657028035","5.69688031349129","1.06723219004448","2.35022007060752","-1.3626449347026","-0.283196443172045","1.85980134934707","4.62912590430749","4.4030746254319","3.62342034600638","1.52818945793096","3.84247862865107","5.20703261923458","9.96880211391937","5.59767740206748","8.09467311087808","5.91211088087498","5.3551836976997","5.50232868990643","6.27613451132601","6.12552916749729","7.03202472344361","4.94666624539791","5.14057557678929","6.02802288960788","5.71245852261593","2.92800960984003","0.194177489414145","2.29616754739388","2.90465437511295","3.28216299793968","-0.984117425153343","4.03000030607359","3.97496354483744","3.35798699488655","4.17610288931516",
"Angola","AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-4.40000121865044","0","4.20000142853745","6.00000216509061","3.49999949008624","2.90000174246859","4.08274863510718","6.12889047765088","0.0416214618374653","-3.45009868500253","0.991359302044742","-5.83828073313141","-23.9834174420578","1.33936343647991","15.0000000288634","13.5443697551026","7.27427735460373","4.69114645093552","2.18148971840458","3.05462423430785","4.2059985561951","13.6656887608562","2.99000000000001","10.9500000059465","15.0299999905513","11.549999997879","14.0100000086059","11.1699999942146","0.860000002152788","4.39837593810763","3.47205314798103","8.54210707584141","4.95461303112738","4.82255926962156","0.943571561325001","-2.58004964404932","-0.147212941085755","-1.31636168896895","-0.702272957616017","-5.63821471714934","1.19921052145153","3.04472652391918","1.07809951970673","4.42390452944746",
"Albania","ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.74563529228132","2.94859680118944","1.10493826195055","-1.25159664405811","1.78064395924895","5.63724317852117","-0.787842654927232","-1.42003965566396","9.8365489718722","-9.57564016993408","-28.0021416538074","-7.18711090964234","9.55941167111243","8.30286659699082","13.3223333268813","7.33632894771891","-11.7115732812278","8.3100252038309","12.2507281968475","7.46285871776054","8.8637306604876","4.62839587394552","5.33326426009945","5.26626173860785","5.13082193056189","6.0189812403864","6.50009261158209","6.90706230713707","2.69075152362146","2.97315442681247","2.46351683915714","0.984129880204108","1.7072283175406","2.24022695382642","2.2277040745779","3.90893551362245","3.28317593330073","3.67141928098908","2.06257790176122","-3.31375636888916","8.96957619074095","4.82669611912765","3.93661689192599","3.96171911223713",
"Andorra","AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","4.64946535556467","8.14974352749283","7.78846724532318","5.61878962739297","0.54220566972954","3.30378705328451","2.83857556906837","1.46300016981581","0.0415572233591206","2.20872761148199","-0.132474492519691","1.2464611381716","1.77011827083456","1.7846866722919","2.32143303428465","3.25332182847531","5.54712216113352","5.09432619448408","4.82703427244309","3.78138754899436","2.54600353080194","0.929214040125956","-1.03148438999895","2.3831822482118","2.75750161326249","4.64973866754707","9.06767205144135","3.19479339289236","4.0990789217793","3.52836236122388","8.11935772169949","4.54636221364653","8.69420371612468","8.13567633837351","5.39779598500422","4.80868869916921","1.55318814103222","-5.55918636850581","-5.30284654348291","-1.97495799965345","-0.00806975341139093","-4.97444371853503","-3.54759651549344","2.50446552114518","1.43414039522716","3.70967806978986","0.346071889630295","1.58876549046354","2.01554763848308","-11.1839399355384","8.28677879049404","9.56461225648184","2.58355480961319","3.37182032638998",
"Arab World","ARB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","6.78639793004048","10.7806535089439","7.45478044798031","22.941410667058","7.48961429433039","13.9516927474173","13.3217286223177","10.5214156474042","-0.0412932824661851","14.3195185698002","6.61444140336154","2.9353685630612","10.6526529033262","6.29706761366","0.852189821181824","-5.98876253396844","-3.76475336728855","1.24072878674282","-0.84621939474961","-0.80057536896102","0.253742915171358","3.27248286696458","3.81828033011389","7.85551974933374","-0.693003784161789","6.56006912085343","3.25705234196263","3.35883365067444","2.79989606305635","4.82013081606465","5.44926117812676","4.76152950326232","2.77575990889089","6.34647129326086","2.09530426425266","1.22092803616893","4.3005544029904","9.07508308916307","5.57111992838273","6.28242617046746","4.59976196177381","5.56856566948274","0.642664296186709","4.8377172153874","3.78621306183466","5.09831162460573","2.65952310972671","2.58973285820694","3.29422348876905","3.54928351884919","1.60482589556119","2.64284520902167","1.72691613697276","-4.75714499576827","4.40457595978887","6.99541381837754","1.5043551993806","1.54891912399356",
"United Arab Emirates","ARE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","36.612377853309","39.0796375886666","76.6201550367608","14.4980412677649","6.22740138862785","16.52685650611","21.4393301703121","-1.58960331985861","20.9235730768488","23.8747749106529","4.65917667398332","-6.7193161856808","-4.74582069985286","4.01695127951223","-3.59447651738608","-14.9581365646216","3.38198170911019","-2.61890770379125","12.337891282123","18.3279855336306","0.860081947717788","3.34494485849439","1.26119094566637","6.89614855343777","6.68788645972637","5.79840406919965","8.1903986491688","0.291994342094142","2.90221363963286","10.852704215378","1.39908503706675","2.43345681089617","8.80054081355328","9.56643663767056","4.85514119553352","9.83731976923958","3.18439017324607","3.19183627331816","-5.24292190385027","1.60285004671354","6.21612181664371","1.8244807850986","5.05555965807969","4.16569184064922","6.78677287656618","5.56149075979933","0.735068713941203","1.31391388153578","1.10834813453296","-4.95705243303316","4.35475529659919","7.50969703496445","3.61870653118159","3.76161544553149",
"Argentina","ARG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.42784287621933","-0.852021521903339","-5.30819682539126","10.1302976615431","10.5694333376394","-0.659726170629824","3.19199662339177","4.82250077932424","9.67952601078326","3.04564331917115","5.65813108184925","1.62841651825939","2.81175403849035","5.5338043957736","-0.0284121037110907","-2.01825151683394","6.93414775653342","-4.50612480201359","10.2227634638681","1.51878394990179","-5.18978914135593","-0.735659159103619","4.34909327926756","1.57073870182023","-5.18902435343904","6.15337706275693","2.70486882770558","-1.08993334133791","-7.15694965597953","-2.46721377810472","9.13311056738961","7.93729155643076","8.20697907221228","5.83620070368526","-2.84520961057079","5.52668982715234","8.1110467707457","3.85017885156228","-3.38545704063269","-0.78899893905691","-4.40883968258557","-10.8944848285903","8.83704079576924","9.02957330068152","8.85165992013437","8.04715150043027","9.00765087504757","4.05723310346406","-5.91852507634947","10.1253981561002","6.00395169280579","-1.0264204544321","2.40532378079436","-2.51261532081394","2.73115982828944","-2.08032784377811","2.81850297775918","-2.61739646282038","-2.00086100285785","-9.9004848136464","10.4418119882506","5.26987967384072","-1.61100162090189","-1.71910514722377",
