artist_norm,track_norm,peak_position,first_week,last_week,weeks_on,genre,track_id,artist_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,inverse_rank,top10,release_q,recession_t,event_time_k
seether,rise above this,91,2008-05-03,2008-07-19,11,Children’s Music,4dZ4iHhsqQAQ4em4abLB6C,52.0,0.011,0.532,203893.0,0.829,2.05e-06,C#,0.0802,-3.099,Major,0.0327,120.009,4/4,0.264,10,0,2008Q2,1,2
selena gomez,magic,61,2009-08-22,2009-09-12,4,Dance,10xcIQQEJSEIOgG1HvS3t9,51.0,0.00577,0.614,169250.0,0.919,0.0,B,0.334,-3.011,Minor,0.0413,104.063,4/4,0.514,40,0,2009Q3,0,7
selena gomez,tell me something i dont know,58,2009-01-10,2009-02-14,4,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,43,0,2009Q1,1,5
selena gomez demi lovato,one and the same,82,2009-07-18,2009-07-18,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,19,0,2009Q3,0,7
selena gomez the scene,falling down,82,2009-09-12,2010-01-09,7,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,19,0,2009Q3,0,7
september,cry for you,74,2008-08-30,2008-11-01,10,Dance,4s3CHmungRHAI5ho2edqXb,48.0,0.00141,0.776,211600.0,0.878,0.000204,A,0.0574,-3.377,Major,0.0304,130.022,4/4,0.96,27,0,2008Q3,1,3
serj tankian,empty walls,97,2007-11-10,2007-11-10,1,Alternative,16pmJwwNFVCqdXWPZtwZzh,57.0,0.00161,0.464,230027.0,0.963,0.0,C,0.196,-3.568,Minor,0.0484,160.071,4/4,0.528,4,0,2007Q4,0,0
serj tankian,empty walls,97,2007-11-10,2007-11-10,1,Children’s Music,16pmJwwNFVCqdXWPZtwZzh,60.0,0.00161,0.464,230027.0,0.963,0.0,C,0.196,-3.568,Minor,0.0484,160.071,4/4,0.528,4,0,2007Q4,0,0
shakira,dont bother,42,2005-11-05,2006-01-14,9,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,59,0,2005Q4,0,-8
shakira,she wolf,11,2009-08-01,2009-12-12,20,Dance,4cS2HQ6jK80vqdY9ofpztx,64.0,0.289,0.865,188867.0,0.69,0.0138,G,0.225,-7.448,Major,0.0444,121.983,4/4,0.868,90,0,2009Q3,0,7
shakira,she wolf,11,2009-08-01,2009-12-12,20,Pop,4cS2HQ6jK80vqdY9ofpztx,64.0,0.289,0.865,188867.0,0.69,0.0138,G,0.225,-7.448,Major,0.0444,121.983,4/4,0.868,90,0,2009Q3,0,7
shakira featuring lil wayne,give it up to me,29,2009-11-28,2010-02-06,11,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,72,0,2009Q4,0,8
shakira featuring wyclef jean,hips dont lie,1,2006-04-01,2006-10-28,31,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2006Q2,0,-6
shareefa featuring ludacris,need a boss,62,2006-08-12,2006-12-09,18,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,39,0,2006Q3,0,-5
shawnna,gettin some,31,2006-04-01,2006-08-05,19,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,70,0,2006Q2,0,-6
shawty lo,dey know,31,2008-01-26,2008-05-17,17,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,70,0,2008Q1,1,1
sheryl crow,good is good,64,2005-10-01,2005-12-10,10,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,37,0,2005Q4,0,-8
sheryl crow,love is free,77,2008-02-23,2008-04-05,6,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,24,0,2008Q1,1,1
sheryl crow,not fade away,78,2007-02-24,2007-02-24,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,23,0,2007Q1,0,-3
sheryl crow sting,always on your side,33,2006-03-18,2006-05-06,8,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,68,0,2006Q1,0,-7
shinedown,i dare you,88,2006-05-20,2006-05-27,2,Alternative,2b86QdcYHnO4YRXqfqlmGH,48.0,5.51e-05,0.55,234053.0,0.921,0.000214,D#,0.0999,-4.606,Minor,0.0312,107.013,4/4,0.354,13,0,2006Q2,0,-6
shinedown,i dare you,88,2006-05-20,2006-05-27,2,Children’s Music,2b86QdcYHnO4YRXqfqlmGH,50.0,5.51e-05,0.55,234053.0,0.921,0.000214,D#,0.0999,-4.606,Minor,0.0312,107.013,4/4,0.354,13,0,2006Q2,0,-6
shinedown,if you only knew,42,2009-11-14,2010-03-27,20,Alternative,0CkSF2TAqIu8TJaVwwAOnT,53.0,0.000347,0.449,226640.0,0.956,0.0,A,0.325,-4.011,Minor,0.0398,97.011,4/4,0.321,59,0,2009Q4,0,8
shinedown,if you only knew,42,2009-11-14,2010-03-27,20,Children’s Music,0CkSF2TAqIu8TJaVwwAOnT,56.0,0.000347,0.449,226640.0,0.956,0.0,A,0.325,-4.011,Minor,0.0398,97.011,4/4,0.321,59,0,2009Q4,0,8
shinedown,if you only knew,42,2009-11-14,2010-03-27,20,Rap,0CkSF2TAqIu8TJaVwwAOnT,56.0,0.000347,0.449,226640.0,0.956,0.0,A,0.325,-4.011,Minor,0.0398,97.011,4/4,0.321,59,0,2009Q4,0,8
shinedown,if you only knew,42,2009-11-14,2010-03-27,20,Rock,0CkSF2TAqIu8TJaVwwAOnT,56.0,0.000347,0.449,226640.0,0.956,0.0,A,0.325,-4.011,Minor,0.0398,97.011,4/4,0.321,59,0,2009Q4,0,8
shinedown,save me,72,2005-11-19,2006-01-28,11,Alternative,23SlyxzUtQtExgEButcOtR,53.0,0.00044,0.524,213933.0,0.816,0.0,B,0.0777,-3.49,Minor,0.0308,116.026,4/4,0.252,29,0,2005Q4,0,-8
shinedown,save me,72,2005-11-19,2006-01-28,11,Children’s Music,23SlyxzUtQtExgEButcOtR,56.0,0.00044,0.524,213933.0,0.816,0.0,B,0.0777,-3.49,Minor,0.0308,116.026,4/4,0.252,29,0,2005Q4,0,-8
shinedown,save me,72,2005-11-19,2006-01-28,11,Rap,23SlyxzUtQtExgEButcOtR,56.0,0.00044,0.524,213933.0,0.816,0.0,B,0.0777,-3.49,Minor,0.0308,116.026,4/4,0.252,29,0,2005Q4,0,-8
shinedown,save me,72,2005-11-19,2006-01-28,11,Rock,23SlyxzUtQtExgEButcOtR,56.0,0.00044,0.524,213933.0,0.816,0.0,B,0.0777,-3.49,Minor,0.0308,116.026,4/4,0.252,29,0,2005Q4,0,-8
shinedown,second chance,7,2008-12-13,2009-09-19,41,Alternative,0CwYG1UnRmOx8Q1EzElCIL,64.0,0.00107,0.46,222067.0,0.796,0.0,C,0.106,-4.501,Minor,0.0333,100.011,4/4,0.182,94,1,2008Q4,1,4
shinedown,second chance,7,2008-12-13,2009-09-19,41,Children’s Music,0CwYG1UnRmOx8Q1EzElCIL,68.0,0.00107,0.46,222067.0,0.796,0.0,C,0.106,-4.501,Minor,0.0333,100.011,4/4,0.182,94,1,2008Q4,1,4
shinedown,second chance,7,2008-12-13,2009-09-19,41,Rap,0CwYG1UnRmOx8Q1EzElCIL,68.0,0.00107,0.46,222067.0,0.796,0.0,C,0.106,-4.501,Minor,0.0333,100.011,4/4,0.182,94,1,2008Q4,1,4
shinedown,second chance,7,2008-12-13,2009-09-19,41,Rock,0CwYG1UnRmOx8Q1EzElCIL,68.0,0.00107,0.46,222067.0,0.796,0.0,C,0.106,-4.501,Minor,0.0333,100.011,4/4,0.182,94,1,2008Q4,1,4
shinedown,sound of madness,85,2009-07-11,2009-09-05,9,Alternative,0W9Xvd4Qx1aZPxEi94vgRY,64.0,4.93e-05,0.328,233987.0,0.939,0.0065,D,0.337,-1.654,Minor,0.0423,185.971,4/4,0.329,16,0,2009Q3,0,7
shinedown,sound of madness,85,2009-07-11,2009-09-05,9,Children’s Music,0W9Xvd4Qx1aZPxEi94vgRY,67.0,4.93e-05,0.328,233987.0,0.939,0.0065,D,0.337,-1.654,Minor,0.0423,185.971,4/4,0.329,16,0,2009Q3,0,7
shinedown,sound of madness,85,2009-07-11,2009-09-05,9,Rap,0W9Xvd4Qx1aZPxEi94vgRY,67.0,4.93e-05,0.328,233987.0,0.939,0.0065,D,0.337,-1.654,Minor,0.0423,185.971,4/4,0.329,16,0,2009Q3,0,7
shinedown,sound of madness,85,2009-07-11,2009-09-05,9,Rock,0W9Xvd4Qx1aZPxEi94vgRY,67.0,4.93e-05,0.328,233987.0,0.939,0.0065,D,0.337,-1.654,Minor,0.0423,185.971,4/4,0.329,16,0,2009Q3,0,7
shontelle,tshirt,36,2008-09-20,2009-01-17,17,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,65,0,2008Q3,1,3
shop boyz,party like a rockstar,2,2007-05-05,2007-09-29,22,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,99,1,2007Q2,0,-2
shwayze,corona and lime,23,2008-08-09,2008-09-27,8,Indie,4U5CjTT6uObhD2vwnD4zOF,54.0,0.168,0.863,236000.0,0.755,1.27e-06,G,0.147,-4.847,Major,0.0904,100.005,4/4,0.883,78,0,2008Q3,1,3
shwayze,corona and lime,23,2008-08-09,2008-09-27,8,Rap,4U5CjTT6uObhD2vwnD4zOF,54.0,0.168,0.863,236000.0,0.755,1.27e-06,G,0.147,-4.847,Major,0.0904,100.005,4/4,0.883,78,0,2008Q3,1,3
shwayze,corona and lime,23,2008-08-09,2008-09-27,8,Pop,4U5CjTT6uObhD2vwnD4zOF,54.0,0.168,0.863,236000.0,0.755,1.27e-06,G,0.147,-4.847,Major,0.0904,100.005,4/4,0.883,78,0,2008Q3,1,3
shwayze featuring cisco adler,buzzin,46,2008-06-21,2008-08-16,5,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,55,0,2008Q2,1,2
silversun pickups,panic switch,92,2009-05-02,2009-05-02,1,Alternative,597i9UhHbW8hHgBUp8Tm54,54.0,0.000202,0.163,343907.0,0.885,0.0121,F,0.228,-4.623,Minor,0.0725,198.556,3/4,0.549,9,0,2009Q2,1,6
silversun pickups,panic switch,92,2009-05-02,2009-05-02,1,Dance,597i9UhHbW8hHgBUp8Tm54,56.0,0.000202,0.163,343907.0,0.885,0.0121,F,0.228,-4.623,Minor,0.0725,198.556,3/4,0.549,9,0,2009Q2,1,6
silversun pickups,panic switch,92,2009-05-02,2009-05-02,1,Children’s Music,597i9UhHbW8hHgBUp8Tm54,56.0,0.000202,0.163,343907.0,0.885,0.0121,F,0.228,-4.623,Minor,0.0725,198.556,3/4,0.549,9,0,2009Q2,1,6
silversun pickups,panic switch,92,2009-05-02,2009-05-02,1,Indie,597i9UhHbW8hHgBUp8Tm54,57.0,0.000202,0.163,343907.0,0.885,0.0121,F,0.228,-4.623,Minor,0.0725,198.556,3/4,0.549,9,0,2009Q2,1,6
silversun pickups,panic switch,92,2009-05-02,2009-05-02,1,Rock,597i9UhHbW8hHgBUp8Tm54,57.0,0.000202,0.163,343907.0,0.885,0.0121,F,0.228,-4.623,Minor,0.0725,198.556,3/4,0.549,9,0,2009Q2,1,6
skillet,awake and alive,100,2009-09-12,2009-09-12,1,Alternative,0nkzd3yNniB767zSDDdLZ3,65.0,0.0425,0.434,209493.0,0.939,0.0,E,0.491,-2.983,Minor,0.0593,159.932,4/4,0.569,1,0,2009Q3,0,7
skillet,awake and alive,100,2009-09-12,2009-09-12,1,Children’s Music,0nkzd3yNniB767zSDDdLZ3,68.0,0.0425,0.434,209493.0,0.939,0.0,E,0.491,-2.983,Minor,0.0593,159.932,4/4,0.569,1,0,2009Q3,0,7
skillet,awake and alive,100,2009-09-12,2009-09-12,1,Rock,0nkzd3yNniB767zSDDdLZ3,68.0,0.0425,0.434,209493.0,0.939,0.0,E,0.491,-2.983,Minor,0.0593,159.932,4/4,0.569,1,0,2009Q3,0,7
slim featuring yung joc,so fly,49,2008-09-13,2008-12-20,15,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,52,0,2008Q3,1,3
snoop dogg,i wanna rock,41,2009-12-26,2010-04-10,15,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,60,0,2009Q4,0,8
snoop dogg,sensual seduction,7,2007-12-15,2008-04-26,20,Rap,1wva1IlWLDNLgwipUWcmjy,56.0,0.00446,0.756,245520.0,0.834,2.76e-05,B,0.0645,-4.005,Major,0.077,120.214,4/4,0.465,94,1,2007Q4,0,0
snoop dogg featuring r kelly,thats that,20,2006-12-02,2007-03-17,16,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,81,0,2006Q4,0,-4
snoop dogg featuring thedream,gangsta luv,35,2009-11-07,2010-03-13,19,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,66,0,2009Q4,0,8
snow patrol,chasing cars,5,2006-06-03,2007-04-07,45,Pop,11bD1JtSjlIgKgZG2134DZ,78.0,0.209,0.563,267933.0,0.592,5.08e-05,A,0.132,-4.571,Major,0.0276,104.016,4/4,0.136,96,1,2006Q2,0,-6
snow patrol,chasing cars,5,2006-06-03,2007-04-07,45,Rock,11bD1JtSjlIgKgZG2134DZ,78.0,0.209,0.563,267933.0,0.592,5.08e-05,A,0.132,-4.571,Major,0.0276,104.016,4/4,0.136,96,1,2006Q2,0,-6
snow patrol,signal fire,65,2007-05-12,2007-05-19,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,36,0,2007Q2,0,-2
soulja boy tell em featuring sammie,kiss me thru the phone,3,2009-01-10,2009-07-11,27,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,98,1,2009Q1,1,5
soulja boy tellem,crank that,1,2007-07-28,2008-03-01,32,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2007Q3,0,-1
soulja boy tellem,turn my swag on,19,2009-03-21,2009-08-01,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,82,0,2009Q1,1,5
soulja boy tellem featuring arab,yahhh,48,2008-02-16,2008-05-10,13,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,53,0,2008Q1,1,1
soulja boy tellem featuring i15,soulja girl,32,2007-10-20,2008-01-26,15,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,69,0,2007Q4,0,0
spectacular cast,break my heart,95,2009-03-07,2009-03-07,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,6,0,2009Q1,1,5
spice girls,headlines,90,2007-11-24,2007-11-24,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,11,0,2007Q4,0,0
staind,believe,83,2008-07-12,2008-09-13,3,Alternative,098lPAWl2OmsCx64TXH5OQ,43.0,0.000659,0.537,257307.0,0.736,0.00281,A#,0.15,-4.721,Minor,0.0284,113.933,4/4,0.227,18,0,2008Q3,1,3
staind,believe,83,2008-07-12,2008-09-13,3,Children’s Music,098lPAWl2OmsCx64TXH5OQ,46.0,0.000659,0.537,257307.0,0.736,0.00281,A#,0.15,-4.721,Minor,0.0284,113.933,4/4,0.227,18,0,2008Q3,1,3
steve holy,brand new girlfriend,40,2006-07-01,2006-11-11,20,Country,4mpUaApNea2QhQshM4xyr4,52.0,0.0273,0.669,220187.0,0.861,0.0,D,0.0586,-3.547,Major,0.0929,133.82,4/4,0.72,61,0,2006Q3,0,-5
stone sour,through glass,39,2006-08-19,2007-02-10,26,Alternative,5NeIONQWJ25uPylJBJiO4c,68.0,0.0417,0.545,282947.0,0.753,0.0,D#,0.389,-4.618,Minor,0.036,105.754,4/4,0.434,62,0,2006Q3,0,-5
stone sour,through glass,39,2006-08-19,2007-02-10,26,Children’s Music,5NeIONQWJ25uPylJBJiO4c,72.0,0.0417,0.545,282947.0,0.753,0.0,D#,0.389,-4.618,Minor,0.036,105.754,4/4,0.434,62,0,2006Q3,0,-5
stone sour,through glass,39,2006-08-19,2007-02-10,26,Rap,5NeIONQWJ25uPylJBJiO4c,72.0,0.0417,0.545,282947.0,0.753,0.0,D#,0.389,-4.618,Minor,0.036,105.754,4/4,0.434,62,0,2006Q3,0,-5
stone sour,through glass,39,2006-08-19,2007-02-10,26,Rock,5NeIONQWJ25uPylJBJiO4c,72.0,0.0417,0.545,282947.0,0.753,0.0,D#,0.389,-4.618,Minor,0.036,105.754,4/4,0.434,62,0,2006Q3,0,-5
studio allstars,american boy,52,2008-09-06,2008-09-20,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,49,0,2008Q3,1,3
sugarland,all i want to do,18,2008-07-05,2008-10-18,16,Country,1mJ05BN0So26a14iib85aI,55.0,0.245,0.705,213360.0,0.71,1.69e-05,A,0.154,-4.894,Major,0.0675,97.031,4/4,0.735,83,0,2008Q3,1,3
sugarland,already gone,41,2008-10-11,2009-02-14,19,Country,6Gd842MwS4ySeBdQTU09sh,44.0,0.204,0.313,275867.0,0.613,1.88e-05,C#,0.146,-5.726,Major,0.0322,154.775,3/4,0.373,60,0,2008Q4,1,4
sugarland,everyday america,68,2007-07-21,2007-09-22,10,Country,4mBpC5e5UFUu1cV4hX6j8a,39.0,0.337,0.638,232133.0,0.847,4.06e-06,G,0.0725,-2.574,Major,0.0465,101.013,4/4,0.658,33,0,2007Q3,0,-1
sugarland,it happens,33,2009-03-21,2009-08-01,20,Country,1I66zFfRohnb8kwJV3vrV4,48.0,0.0071,0.635,181253.0,0.742,2.7e-05,G#,0.0774,-3.77,Major,0.0505,89.974,4/4,0.725,68,0,2009Q1,1,5
sugarland,joey,89,2009-09-05,2009-09-26,3,Country,504M3WFELlSIxDi3cf1RTL,40.0,0.00125,0.523,242120.0,0.716,0.00128,G,0.119,-4.608,Major,0.0418,121.981,4/4,0.261,12,0,2009Q3,0,7
sugarland,just might,60,2005-12-03,2006-03-18,16,Country,4MSnF5Ajr8P0LqC4Zd66DH,43.0,0.111,0.478,247800.0,0.529,2.17e-06,C#,0.109,-5.164,Major,0.0265,139.802,4/4,0.294,41,0,2005Q4,0,-8
sugarland,settlin,54,2007-02-17,2007-06-16,18,Country,63fKCxwRWqvp2Z6HQ6MHXU,46.0,0.112,0.624,207067.0,0.934,0.000221,D#,0.127,-1.825,Major,0.0479,122.056,4/4,0.573,47,0,2007Q1,0,-3
sugarland,stay,32,2007-10-27,2008-03-08,20,Country,0jn2XqaHliEpWd04ZykIHy,60.0,0.774,0.549,284427.0,0.284,0.0,E,0.105,-8.383,Major,0.0388,135.632,4/4,0.389,69,0,2007Q4,0,0
sugarland,stay,32,2007-10-27,2008-03-08,20,Rock,0jn2XqaHliEpWd04ZykIHy,61.0,0.774,0.549,284427.0,0.284,0.0,E,0.105,-8.383,Major,0.0388,135.632,4/4,0.389,69,0,2007Q4,0,0
sugarland,want to,32,2006-10-07,2007-02-17,20,Country,3kqLybBT5LRSB9QCoR3ojK,48.0,0.474,0.438,215293.0,0.73,0.0,D#,0.113,-3.78,Major,0.0407,158.281,4/4,0.148,69,0,2006Q4,0,-4
sugarland featuring little big town jake owen,life in a northern town,43,2008-07-12,2008-07-26,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,58,0,2008Q3,1,3
susan boyle,i dreamed a dream,62,2009-12-12,2009-12-12,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,39,0,2009Q4,0,8
susan boyle,wild horses,98,2009-12-12,2009-12-12,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,3,0,2009Q4,0,8
switchfoot,stars,68,2005-10-01,2005-11-19,5,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,33,0,2005Q4,0,-8
swizz beatz,its me snitches,83,2007-04-28,2007-05-12,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,18,0,2007Q2,0,-2
swizz beatz,money in the bank,84,2007-09-15,2007-10-06,4,R&B,6qWnqMqhAJ81ezdlmPmkAl,51.0,0.0155,0.83,191920.0,0.722,0.0,C,0.374,-6.043,Major,0.34,97.867,4/4,0.623,17,0,2007Q3,0,-1
swizz beatz,money in the bank,84,2007-09-15,2007-10-06,4,Hip-Hop,6qWnqMqhAJ81ezdlmPmkAl,51.0,0.0155,0.83,191920.0,0.722,0.0,C,0.374,-6.043,Major,0.34,97.867,4/4,0.623,17,0,2007Q3,0,-1
system of a down,hypnotize,57,2005-11-05,2006-02-18,15,Alternative,6oO7WMjD6kEvCITLbVj0mu,64.0,0.0303,0.274,189440.0,0.92,0.000412,F#,0.115,-4.096,Major,0.0489,153.986,4/4,0.0397,44,0,2005Q4,0,-8
system of a down,hypnotize,57,2005-11-05,2006-02-18,15,Children’s Music,6oO7WMjD6kEvCITLbVj0mu,68.0,0.0303,0.274,189440.0,0.92,0.000412,F#,0.115,-4.096,Major,0.0489,153.986,4/4,0.0397,44,0,2005Q4,0,-8
system of a down,hypnotize,57,2005-11-05,2006-02-18,15,Rap,6oO7WMjD6kEvCITLbVj0mu,68.0,0.0303,0.274,189440.0,0.92,0.000412,F#,0.115,-4.096,Major,0.0489,153.986,4/4,0.0397,44,0,2005Q4,0,-8
system of a down,hypnotize,57,2005-11-05,2006-02-18,15,Rock,6oO7WMjD6kEvCITLbVj0mu,68.0,0.0303,0.274,189440.0,0.92,0.000412,F#,0.115,-4.096,Major,0.0489,153.986,4/4,0.0397,44,0,2005Q4,0,-8
taking back sunday,makedamnsure,48,2006-05-06,2006-09-02,18,Pop,48O6kz322Dzu1R6Al5147q,66.0,0.00941,0.553,208280.0,0.837,0.0,F#,0.372,-5.608,Major,0.0452,140.495,4/4,0.432,53,0,2006Q2,0,-6
taking back sunday,makedamnsure,48,2006-05-06,2006-09-02,18,Rock,48O6kz322Dzu1R6Al5147q,66.0,0.00941,0.553,208280.0,0.837,0.0,F#,0.372,-5.608,Major,0.0452,140.495,4/4,0.432,53,0,2006Q2,0,-6
tank,please dont go,42,2007-03-24,2007-08-04,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,59,0,2007Q1,0,-3
taylor hicks,do i make you proud,1,2006-07-01,2006-08-19,8,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2006Q3,0,-5
taylor hicks,takin it to the streets,69,2006-06-10,2006-07-08,4,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,32,0,2006Q2,0,-6
taylor swift,change,10,2008-08-30,2008-09-13,3,Dance,1yACRKAwlXWhXXFUSkvzhD,47.0,0.00408,0.541,280240.0,0.77,0.0,F,0.117,-4.17,Major,0.0354,96.013,4/4,0.215,91,1,2008Q3,1,3
taylor swift,come in with the rain,30,2009-11-14,2009-11-14,1,Dance,4pl5zcqCv4vc3cB7M4MZ6f,46.0,0.118,0.517,238107.0,0.448,2.56e-06,G,0.212,-6.16,Major,0.0258,143.952,4/4,0.231,71,0,2009Q4,0,8
taylor swift,crazier,17,2009-04-11,2009-05-30,8,Dance,5vyxXfD5gLlyPxGZMEjtmd,57.0,0.0631,0.452,191947.0,0.544,5.33e-06,E,0.104,-5.423,Major,0.0277,133.042,3/4,0.158,84,0,2009Q2,1,6
taylor swift,crazier,17,2009-04-11,2009-05-30,8,Pop,5vyxXfD5gLlyPxGZMEjtmd,57.0,0.0631,0.452,191947.0,0.544,5.33e-06,E,0.104,-5.423,Major,0.0277,133.042,3/4,0.158,84,0,2009Q2,1,6
taylor swift,fearless,9,2008-11-01,2021-04-24,16,Dance,6Eu31gddWw0gOGO506pJYA,60.0,0.04,0.594,241987.0,0.712,0.0,F,0.309,-4.418,Major,0.0273,99.972,4/4,0.476,92,1,2008Q4,1,4
taylor swift,fearless,9,2008-11-01,2021-04-24,16,Pop,6Eu31gddWw0gOGO506pJYA,60.0,0.04,0.594,241987.0,0.712,0.0,F,0.309,-4.418,Major,0.0273,99.972,4/4,0.476,92,1,2008Q4,1,4
taylor swift,fifteen,23,2008-11-29,2021-04-24,22,Dance,4t0OI7XrODjSkAu3bTPmWj,60.0,0.067,0.556,294333.0,0.651,0.0,G,0.145,-4.396,Major,0.0266,95.485,4/4,0.203,78,0,2008Q4,1,4
taylor swift,fifteen,23,2008-11-29,2021-04-24,22,Pop,4t0OI7XrODjSkAu3bTPmWj,61.0,0.067,0.556,294333.0,0.651,0.0,G,0.145,-4.396,Major,0.0266,95.485,4/4,0.203,78,0,2008Q4,1,4
taylor swift,forever always,34,2008-11-29,2021-04-24,4,Dance,47HtKpfzpAt8rQjjXWotFj,53.0,0.0752,0.608,225320.0,0.821,0.0,A#,0.11,-4.985,Major,0.0576,128.042,4/4,0.544,67,0,2008Q4,1,4
taylor swift,forever always,34,2008-11-29,2021-04-24,4,Pop,47HtKpfzpAt8rQjjXWotFj,53.0,0.0752,0.608,225320.0,0.821,0.0,A#,0.11,-4.985,Major,0.0576,128.042,4/4,0.544,67,0,2008Q4,1,4
taylor swift,hey stephen,94,2008-11-29,2008-11-29,1,Dance,4WXzzCof26KJLTK5kK53dS,53.0,0.194,0.841,254307.0,0.544,2.48e-06,F#,0.108,-7.347,Major,0.0309,115.994,4/4,0.831,7,0,2008Q4,1,4
taylor swift,hey stephen,94,2008-11-29,2008-11-29,1,Pop,4WXzzCof26KJLTK5kK53dS,53.0,0.194,0.841,254307.0,0.544,2.48e-06,F#,0.108,-7.347,Major,0.0309,115.994,4/4,0.831,7,0,2008Q4,1,4
taylor swift,jump then fall,10,2009-11-14,2009-11-28,3,Dance,08gavXombT6KR0af88i9tA,48.0,0.115,0.618,237067.0,0.674,0.0,D,0.0832,-5.675,Major,0.0276,79.985,4/4,0.8,91,1,2009Q4,0,8
