artist_norm,track_norm,peak_position,first_week,last_week,weeks_on,genre,track_id,artist_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,inverse_rank,top10,release_q,recession_t,event_time_k
carrie underwood,home sweet home,21,2009-03-28,2009-06-06,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,80,0,2009Q1,1,5
carrie underwood,ill stand by you,6,2007-05-12,2007-06-09,5,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,95,1,2007Q2,0,-2
carrie underwood,jesus take the wheel,20,2005-11-19,2006-04-29,24,Country,3lec3CzDPAxsZokPph5w87,61.0,0.665,0.359,226493.0,0.518,0.0,D,0.106,-3.537,Major,0.0302,76.572,4/4,0.135,81,0,2005Q4,0,-8
carrie underwood,just a dream,29,2008-08-23,2009-01-03,20,Dance,7g8OpS827dAYU067lZaR0L,56.0,0.0613,0.526,284707.0,0.781,0.0,G,0.121,-3.673,Major,0.0369,142.06,4/4,0.358,72,0,2008Q3,1,3
carrie underwood,just a dream,29,2008-08-23,2009-01-03,20,Pop,7g8OpS827dAYU067lZaR0L,56.0,0.0613,0.526,284707.0,0.781,0.0,G,0.121,-3.673,Major,0.0369,142.06,4/4,0.358,72,0,2008Q3,1,3
carrie underwood,just a dream,29,2008-08-23,2009-01-03,20,Country,7g8OpS827dAYU067lZaR0L,56.0,0.0613,0.526,284707.0,0.781,0.0,G,0.121,-3.673,Major,0.0369,142.06,4/4,0.358,72,0,2008Q3,1,3
carrie underwood,last name,19,2008-04-19,2008-08-30,20,Dance,1ePtWetZ9PTQhQHjm7I3oQ,51.0,0.2,0.427,240733.0,0.883,0.0,D#,0.105,-1.936,Major,0.102,159.91,4/4,0.724,82,0,2008Q2,1,2
carrie underwood,last name,19,2008-04-19,2008-08-30,20,Country,1ePtWetZ9PTQhQHjm7I3oQ,51.0,0.2,0.427,240733.0,0.883,0.0,D#,0.105,-1.936,Major,0.102,159.91,4/4,0.724,82,0,2008Q2,1,2
carrie underwood,mamas song,56,2009-10-31,2011-02-12,19,Dance,4pPIWWOny4xWSiSRPsIY1c,51.0,0.443,0.354,240507.0,0.664,0.0,G,0.0835,-5.413,Major,0.0352,79.742,3/4,0.235,45,0,2009Q4,0,8
carrie underwood,mamas song,56,2009-10-31,2011-02-12,19,Country,4pPIWWOny4xWSiSRPsIY1c,51.0,0.443,0.354,240507.0,0.664,0.0,G,0.0835,-5.413,Major,0.0352,79.742,3/4,0.235,45,0,2009Q4,0,8
carrie underwood,praying for time,27,2008-04-26,2008-05-03,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,74,0,2008Q2,1,2
carrie underwood,so small,17,2007-09-01,2008-01-12,20,Dance,6xfL1KzGxg48ACVlQE9qXr,51.0,0.306,0.426,225213.0,0.784,0.0,D#,0.0695,-3.225,Major,0.0421,147.939,3/4,0.272,84,0,2007Q3,0,-1
carrie underwood,so small,17,2007-09-01,2008-01-12,20,Country,6xfL1KzGxg48ACVlQE9qXr,51.0,0.306,0.426,225213.0,0.784,0.0,D#,0.0695,-3.225,Major,0.0421,147.939,3/4,0.272,84,0,2007Q3,0,-1
carrie underwood,temporary home,41,2009-11-07,2010-05-22,20,Country,2debnSAcyNCJnR5ysByXDX,51.0,0.719,0.432,268800.0,0.353,0.0,C,0.0897,-6.341,Major,0.0258,81.289,4/4,0.19,60,0,2009Q4,0,8
carrie underwood,undo it,23,2009-11-14,2010-09-25,20,Dance,1Fo2N5iXRi37maMboaig7O,53.0,0.11,0.476,177253.0,0.84,0.0,D,0.046,-2.259,Major,0.058,156.254,4/4,0.648,78,0,2009Q4,0,8
carrie underwood,undo it,23,2009-11-14,2010-09-25,20,Country,1Fo2N5iXRi37maMboaig7O,53.0,0.11,0.476,177253.0,0.84,0.0,D,0.046,-2.259,Major,0.058,156.254,4/4,0.648,78,0,2009Q4,0,8
carrie underwood,wasted,37,2007-02-17,2007-06-30,20,Dance,5d98TnYzxQmFE4vKgzWXuT,51.0,0.0936,0.548,274267.0,0.775,0.0,G#,0.0721,-3.285,Major,0.0306,94.998,4/4,0.311,64,0,2007Q1,0,-3
carrie underwood,wasted,37,2007-02-17,2007-06-30,20,Country,5d98TnYzxQmFE4vKgzWXuT,51.0,0.0936,0.548,274267.0,0.775,0.0,G#,0.0721,-3.285,Major,0.0306,94.998,4/4,0.311,64,0,2007Q1,0,-3
carrie underwood featuring randy travis,i told you so,9,2009-02-28,2009-06-27,18,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,92,1,2009Q1,1,5
cartel,honestly,89,2007-01-13,2007-02-10,5,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,12,0,2007Q1,0,-3
cascada,evacuate the dancefloor,25,2009-08-29,2010-02-20,26,Dance,5uXR7Nanrm9FfWDrpQBGfN,53.0,0.0174,0.748,208360.0,0.696,0.0,C,0.267,-5.975,Major,0.0493,127.002,4/4,0.891,76,0,2009Q3,0,7
cascada,evacuate the dancefloor,25,2009-08-29,2010-02-20,26,Rap,5uXR7Nanrm9FfWDrpQBGfN,53.0,0.0174,0.748,208360.0,0.696,0.0,C,0.267,-5.975,Major,0.0493,127.002,4/4,0.891,76,0,2009Q3,0,7
cascada,everytime we touch,10,2005-12-17,2006-07-15,31,Dance,5YnKmPZytgkywuHktntXDV,68.0,0.00328,0.64,199867.0,0.989,2.07e-06,G#,0.364,-3.707,Major,0.0708,142.024,4/4,0.49,91,1,2005Q4,0,-8
cascada,everytime we touch,10,2005-12-17,2006-07-15,31,Dance,6Jgg7hrMuBzoJ0TG8tD28G,46.0,0.00237,0.554,216441.0,0.848,0.0,F,0.185,-4.075,Minor,0.0745,144.996,4/4,0.286,91,1,2005Q4,0,-8
cascada,everytime we touch,10,2005-12-17,2006-07-15,31,Pop,5YnKmPZytgkywuHktntXDV,68.0,0.00328,0.64,199867.0,0.989,2.07e-06,G#,0.364,-3.707,Major,0.0708,142.024,4/4,0.49,91,1,2005Q4,0,-8
cascada,everytime we touch,10,2005-12-17,2006-07-15,31,Rap,5YnKmPZytgkywuHktntXDV,68.0,0.00328,0.64,199867.0,0.989,2.07e-06,G#,0.364,-3.707,Major,0.0708,142.024,4/4,0.49,91,1,2005Q4,0,-8
cascada,what hurts the most,52,2008-01-26,2008-04-26,14,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,49,0,2008Q1,1,1
cassidy featuring swizz beatz,my drink n my 2 step,33,2007-09-29,2008-02-09,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,68,0,2007Q3,0,-1
cassie,long way 2 go,97,2006-11-04,2006-11-11,2,Dance,4v5kAh2wWyCSuKuhMJK8u6,59.0,0.057,0.589,220640.0,0.655,0.000353,G#,0.372,-8.138,Major,0.0488,105.272,4/4,0.675,4,0,2006Q4,0,-4
cassie,long way 2 go,97,2006-11-04,2006-11-11,2,R&B,4v5kAh2wWyCSuKuhMJK8u6,59.0,0.057,0.589,220640.0,0.655,0.000353,G#,0.372,-8.138,Major,0.0488,105.272,4/4,0.675,4,0,2006Q4,0,-4
cassie,me u,3,2006-04-29,2006-10-28,27,Dance,7k6IzwMGpxnRghE7YosnXT,72.0,0.352,0.803,192213.0,0.454,0.0,G#,0.0655,-4.802,Minor,0.0294,99.99,4/4,0.739,98,1,2006Q2,0,-6
cassie,me u,3,2006-04-29,2006-10-28,27,Pop,7k6IzwMGpxnRghE7YosnXT,73.0,0.352,0.803,192213.0,0.454,0.0,G#,0.0655,-4.802,Minor,0.0294,99.99,4/4,0.739,98,1,2006Q2,0,-6
cassie,me u,3,2006-04-29,2006-10-28,27,R&B,7k6IzwMGpxnRghE7YosnXT,73.0,0.352,0.803,192213.0,0.454,0.0,G#,0.0655,-4.802,Minor,0.0294,99.99,4/4,0.739,98,1,2006Q2,0,-6
cast of camp rock,we rock,33,2008-07-05,2008-07-19,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,68,0,2008Q3,1,3
cast of hairspray,you cant stop the beat,88,2007-08-04,2007-08-11,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,13,0,2007Q3,0,-1
celine dion,taking chances,54,2007-12-01,2008-01-26,7,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,47,0,2007Q4,0,0
celine dion josh groban,the prayer,70,2008-03-01,2008-03-01,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,31,0,2008Q1,1,1
cham featuring alicia keys,ghetto story chapter 2,77,2006-07-01,2006-10-07,7,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,24,0,2006Q3,0,-5
chamillionaire,good morning,40,2009-10-31,2009-11-14,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,61,0,2009Q4,0,8
chamillionaire featuring krayzie bone,ridin,1,2006-03-04,2006-09-30,31,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2006Q1,0,-7
chamillionaire featuring lil flip,turn it up,41,2005-11-05,2006-03-18,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,60,0,2005Q4,0,-8
charice,note to god,44,2009-06-06,2009-06-06,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,57,0,2009Q2,1,6
charlie wilson,there goes my baby,98,2009-05-16,2009-05-23,2,R&B,6rZsGpXDr0WsUSFitx3v8N,51.0,0.0846,0.596,207627.0,0.827,0.0,F,0.382,-4.455,Major,0.0541,81.019,4/4,0.662,3,0,2009Q2,1,6
charlie wilson,there goes my baby,98,2009-05-16,2009-05-23,2,Soul,6rZsGpXDr0WsUSFitx3v8N,51.0,0.0846,0.596,207627.0,0.827,0.0,F,0.382,-4.455,Major,0.0541,81.019,4/4,0.662,3,0,2009Q2,1,6
cherish,unappreciated,41,2006-10-14,2007-02-03,17,R&B,5ZelMPn7vupvsTToUTvcbF,51.0,0.0888,0.735,235333.0,0.521,0.0,G,0.065,-6.696,Minor,0.0876,77.01,4/4,0.374,60,0,2006Q4,0,-4
cherish,unappreciated,41,2006-10-14,2007-02-03,17,Hip-Hop,5ZelMPn7vupvsTToUTvcbF,51.0,0.0888,0.735,235333.0,0.521,0.0,G,0.065,-6.696,Minor,0.0876,77.01,4/4,0.374,60,0,2006Q4,0,-4
cherish featuring sean paul of the youngbloodz,do it to it,12,2006-05-20,2006-10-07,21,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,89,0,2006Q2,0,-6
cherish featuring yung joc,killa,39,2008-02-23,2008-05-31,15,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,62,0,2008Q1,1,1
cheyenne kimball,hanging on,53,2006-07-08,2006-08-19,6,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,48,0,2006Q3,0,-5
chingy featuring amerie,fly like me,89,2008-01-05,2008-01-12,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,12,0,2008Q1,1,1
chingy featuring jermaine dupri,dem jeans,59,2006-11-18,2007-01-13,9,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,42,0,2006Q4,0,-4
chingy featuring tyrese,pullin me back,9,2006-07-01,2006-11-11,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,92,1,2006Q3,0,-5
chris brown,crawl,53,2009-12-12,2010-02-06,9,Dance,6D7YcZMttwhmqyWpsPF5KQ,44.0,0.0416,0.41,236253.0,0.743,0.0,F,0.113,-6.356,Minor,0.0591,176.048,4/4,0.417,48,0,2009Q4,0,8
chris brown,crawl,53,2009-12-12,2010-02-06,9,R&B,6D7YcZMttwhmqyWpsPF5KQ,44.0,0.0416,0.41,236253.0,0.743,0.0,F,0.113,-6.356,Minor,0.0591,176.048,4/4,0.417,48,0,2009Q4,0,8
chris brown,dreamer,16,2008-08-30,2008-09-06,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,85,0,2008Q3,1,3
chris brown,forever,2,2008-05-10,2008-12-20,33,Dance,7tAXHZdp9UpcYrHn7MZqfo,69.0,0.0371,0.672,278036.0,0.819,0.000184,B,0.203,-4.457,Major,0.0463,120.013,4/4,0.446,99,1,2008Q2,1,2
chris brown,forever,2,2008-05-10,2008-12-20,33,Pop,7tAXHZdp9UpcYrHn7MZqfo,69.0,0.0371,0.672,278036.0,0.819,0.000184,B,0.203,-4.457,Major,0.0463,120.013,4/4,0.446,99,1,2008Q2,1,2
chris brown,forever,2,2008-05-10,2008-12-20,33,Rap,7tAXHZdp9UpcYrHn7MZqfo,69.0,0.0371,0.672,278036.0,0.819,0.000184,B,0.203,-4.457,Major,0.0463,120.013,4/4,0.446,99,1,2008Q2,1,2
chris brown,forever,2,2008-05-10,2008-12-20,33,R&B,7tAXHZdp9UpcYrHn7MZqfo,69.0,0.0371,0.672,278036.0,0.819,0.000184,B,0.203,-4.457,Major,0.0463,120.013,4/4,0.446,99,1,2008Q2,1,2
chris brown,say goodbye,10,2006-08-26,2007-01-27,23,Dance,75KdMdPqZGO3FGNtpByM1p,61.0,0.00164,0.805,289760.0,0.494,0.0,C#,0.0798,-6.027,Major,0.0363,115.049,4/4,0.408,91,1,2006Q3,0,-5
chris brown,say goodbye,10,2006-08-26,2007-01-27,23,R&B,75KdMdPqZGO3FGNtpByM1p,61.0,0.00164,0.805,289760.0,0.494,0.0,C#,0.0798,-6.027,Major,0.0363,115.049,4/4,0.408,91,1,2006Q3,0,-5
chris brown,say goodbye,10,2006-08-26,2007-01-27,23,Pop,75KdMdPqZGO3FGNtpByM1p,61.0,0.00164,0.805,289760.0,0.494,0.0,C#,0.0798,-6.027,Major,0.0363,115.049,4/4,0.408,91,1,2006Q3,0,-5
chris brown,say goodbye,10,2006-08-26,2007-01-27,23,Rap,75KdMdPqZGO3FGNtpByM1p,61.0,0.00164,0.805,289760.0,0.494,0.0,C#,0.0798,-6.027,Major,0.0363,115.049,4/4,0.408,91,1,2006Q3,0,-5
chris brown,take you down,43,2008-05-03,2008-09-13,20,Dance,3XJpQ65m90QFmogv8MH1pG,56.0,0.126,0.387,245933.0,0.631,0.0,B,0.0666,-5.79,Minor,0.0807,59.409,4/4,0.589,58,0,2008Q2,1,2
chris brown,take you down,43,2008-05-03,2008-09-13,20,R&B,0NubEXRwTBpBKLbsTjjqTp,61.0,0.107,0.387,245933.0,0.64,0.0,B,0.319,-5.817,Minor,0.081,59.989,4/4,0.617,58,0,2008Q2,1,2
chris brown,take you down,43,2008-05-03,2008-09-13,20,Pop,0NubEXRwTBpBKLbsTjjqTp,61.0,0.107,0.387,245933.0,0.64,0.0,B,0.319,-5.817,Minor,0.081,59.989,4/4,0.617,58,0,2008Q2,1,2
chris brown,take you down,43,2008-05-03,2008-09-13,20,Rap,0NubEXRwTBpBKLbsTjjqTp,61.0,0.107,0.387,245933.0,0.64,0.0,B,0.319,-5.817,Minor,0.081,59.989,4/4,0.617,58,0,2008Q2,1,2
chris brown,this christmas,62,2007-12-08,2008-01-05,5,Dance,3W6PmtGTyLwWBWUYplSWHT,48.0,0.384,0.407,197560.0,0.647,0.0,G,0.0862,-6.031,Minor,0.125,88.061,1/4,0.398,39,0,2007Q4,0,0
chris brown,this christmas,62,2007-12-08,2008-01-05,5,R&B,3W6PmtGTyLwWBWUYplSWHT,47.0,0.384,0.407,197560.0,0.647,0.0,G,0.0862,-6.031,Minor,0.125,88.061,1/4,0.398,39,0,2007Q4,0,0
chris brown,wall to wall,79,2007-06-16,2007-08-25,9,Dance,3QFmH99wPoNdU2JHwKpajc,51.0,0.00344,0.595,223187.0,0.548,0.0,G,0.134,-6.761,Minor,0.115,188.082,4/4,0.563,22,0,2007Q2,0,-2
chris brown,wall to wall,79,2007-06-16,2007-08-25,9,R&B,3QFmH99wPoNdU2JHwKpajc,51.0,0.00344,0.595,223187.0,0.548,0.0,G,0.134,-6.761,Minor,0.115,188.082,4/4,0.563,22,0,2007Q2,0,-2
chris brown,wall to wall,79,2007-06-16,2007-08-25,9,Rap,3QFmH99wPoNdU2JHwKpajc,51.0,0.00344,0.595,223187.0,0.548,0.0,G,0.134,-6.761,Minor,0.115,188.082,4/4,0.563,22,0,2007Q2,0,-2
chris brown,with you,2,2007-12-15,2008-06-28,29,Dance,1j3H54xdahpAkNI0q6S89q,68.0,0.143,0.659,252160.0,0.696,0.0,D#,0.13,-4.291,Major,0.071,86.001,4/4,0.665,99,1,2007Q4,0,0
chris brown,with you,2,2007-12-15,2008-06-28,29,Pop,1j3H54xdahpAkNI0q6S89q,68.0,0.143,0.659,252160.0,0.696,0.0,D#,0.13,-4.291,Major,0.071,86.001,4/4,0.665,99,1,2007Q4,0,0
chris brown,with you,2,2007-12-15,2008-06-28,29,Rap,1j3H54xdahpAkNI0q6S89q,68.0,0.143,0.659,252160.0,0.696,0.0,D#,0.13,-4.291,Major,0.071,86.001,4/4,0.665,99,1,2007Q4,0,0
chris brown,with you,2,2007-12-15,2008-06-28,29,R&B,1j3H54xdahpAkNI0q6S89q,68.0,0.143,0.659,252160.0,0.696,0.0,D#,0.13,-4.291,Major,0.071,86.001,4/4,0.665,99,1,2007Q4,0,0
chris brown,yo,7,2005-12-31,2006-05-20,21,Dance,1zpu1PZ8ecmcX525Z3X8cl,70.0,0.119,0.605,229040.0,0.633,0.0,C#,0.225,-5.899,Minor,0.251,87.26,4/4,0.592,94,1,2005Q4,0,-8
chris brown,yo,7,2005-12-31,2006-05-20,21,Rap,1zpu1PZ8ecmcX525Z3X8cl,70.0,0.119,0.605,229040.0,0.633,0.0,C#,0.225,-5.899,Minor,0.251,87.26,4/4,0.592,94,1,2005Q4,0,-8
chris brown,yo,7,2005-12-31,2006-05-20,21,Pop,1zpu1PZ8ecmcX525Z3X8cl,70.0,0.119,0.605,229040.0,0.633,0.0,C#,0.225,-5.899,Minor,0.251,87.26,4/4,0.592,94,1,2005Q4,0,-8
chris brown,yo,7,2005-12-31,2006-05-20,21,R&B,1zpu1PZ8ecmcX525Z3X8cl,70.0,0.119,0.605,229040.0,0.633,0.0,C#,0.225,-5.899,Minor,0.251,87.26,4/4,0.592,94,1,2005Q4,0,-8
chris brown featuring jay biz,poppin,42,2006-12-16,2007-04-28,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,59,0,2006Q4,0,-4
chris brown featuring lil wayne,gimme that,15,2006-04-22,2006-09-02,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,86,0,2006Q2,0,-6
chris brown featuring lil wayne swizz beatz,i can transform ya,20,2009-10-24,2010-02-27,19,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,81,0,2009Q4,0,8
chris brown featuring plies,what i do,88,2009-12-26,2009-12-26,1,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,13,0,2009Q4,0,8
chris brown featuring tpain,kiss kiss,1,2007-09-29,2008-03-22,26,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,100,1,2007Q3,0,-1
chris cagle,miss me baby,67,2005-10-29,2006-02-04,14,Country,7LK24bSJb4Q1zGi4inTZyy,51.0,0.188,0.514,234293.0,0.609,2.5e-06,C#,0.0793,-5.034,Major,0.0267,147.774,4/4,0.362,34,0,2005Q4,0,-8
chris cagle,what kinda gone,54,2008-02-02,2008-06-14,20,Rock,7uPReljrrTaqzDCcx4JHmi,70.0,0.257,0.494,181613.0,0.861,0.0,F,0.103,-5.236,Major,0.0365,172.052,4/4,0.668,47,0,2008Q1,1,1
chris cagle,what kinda gone,54,2008-02-02,2008-06-14,20,Country,7uPReljrrTaqzDCcx4JHmi,70.0,0.257,0.494,181613.0,0.861,0.0,F,0.103,-5.236,Major,0.0365,172.052,4/4,0.668,47,0,2008Q1,1,1
chris cornell,you know my name,79,2006-12-09,2006-12-16,2,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,22,0,2006Q4,0,-4
chris daughtry,wanted dead or alive,43,2006-06-10,2006-06-24,3,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,58,0,2006Q2,0,-6
chris young,gettin you home,33,2009-08-29,2010-01-16,20,Country,28Sc21lrWcZD9Ov4rRkPJq,62.0,0.44,0.639,212133.0,0.678,1.45e-06,G,0.221,-5.02,Major,0.0278,106.966,4/4,0.531,68,0,2009Q3,0,7
chris young,gettin you home,33,2009-08-29,2010-01-16,20,Rock,28Sc21lrWcZD9Ov4rRkPJq,62.0,0.44,0.639,212133.0,0.678,1.45e-06,G,0.221,-5.02,Major,0.0278,106.966,4/4,0.531,68,0,2009Q3,0,7
chrisette michele,epiphany,89,2009-05-16,2009-05-30,3,R&B,3oQ5kA2PGJlztciJk3SKA0,44.0,0.287,0.727,208600.0,0.689,0.0,G,0.49,-4.513,Major,0.264,163.01,4/4,0.401,12,0,2009Q2,1,6
chrisette michele,epiphany,89,2009-05-16,2009-05-30,3,Soul,3oQ5kA2PGJlztciJk3SKA0,44.0,0.287,0.727,208600.0,0.689,0.0,G,0.49,-4.513,Major,0.264,163.01,4/4,0.401,12,0,2009Q2,1,6
christina aguilera,aint no other man,6,2006-06-24,2006-11-04,20,Dance,7huo2wvrCgRucUsjdSDLQV,61.0,0.00376,0.862,228907.0,0.742,0.00855,G,0.103,-4.722,Major,0.222,127.91,4/4,0.511,95,1,2006Q2,0,-6
christina aguilera,aint no other man,6,2006-06-24,2006-11-04,20,R&B,7huo2wvrCgRucUsjdSDLQV,62.0,0.00376,0.862,228907.0,0.742,0.00855,G,0.103,-4.722,Major,0.222,127.91,4/4,0.511,95,1,2006Q2,0,-6
christina aguilera,aint no other man,6,2006-06-24,2006-11-04,20,Rap,7huo2wvrCgRucUsjdSDLQV,62.0,0.00376,0.862,228907.0,0.742,0.00855,G,0.103,-4.722,Major,0.222,127.91,4/4,0.511,95,1,2006Q2,0,-6
christina aguilera,aint no other man,6,2006-06-24,2006-11-04,20,Pop,7huo2wvrCgRucUsjdSDLQV,62.0,0.00376,0.862,228907.0,0.742,0.00855,G,0.103,-4.722,Major,0.222,127.91,4/4,0.511,95,1,2006Q2,0,-6
christina aguilera,candyman,25,2007-01-20,2007-06-09,17,Dance,5lUTzPuiloBHm1qEaJcJfF,64.0,0.0125,0.686,194213.0,0.789,0.0147,G#,0.142,-4.713,Minor,0.23,172.976,4/4,0.72,76,0,2007Q1,0,-3
christina aguilera,candyman,25,2007-01-20,2007-06-09,17,R&B,5lUTzPuiloBHm1qEaJcJfF,64.0,0.0125,0.686,194213.0,0.789,0.0147,G#,0.142,-4.713,Minor,0.23,172.976,4/4,0.72,76,0,2007Q1,0,-3
christina aguilera,candyman,25,2007-01-20,2007-06-09,17,Rap,5lUTzPuiloBHm1qEaJcJfF,64.0,0.0125,0.686,194213.0,0.789,0.0147,G#,0.142,-4.713,Minor,0.23,172.976,4/4,0.72,76,0,2007Q1,0,-3
christina aguilera,hurt,19,2006-10-14,2007-02-24,20,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,82,0,2006Q4,0,-4
christina aguilera,keeps gettin better,7,2008-10-18,2009-02-14,18,R&B,0j0n5CUS1g3QSwDWg8r5qq,50.0,0.0739,0.645,181947.0,0.697,0.000842,F,0.575,-4.733,Minor,0.0285,130.001,4/4,0.25,94,1,2008Q4,1,4
christina milian featuring young jeezy,say i,21,2006-04-15,2006-07-08,13,unknown,,60.0,0.0568,0.595,231400.0,0.756,0.0,C,0.132,-5.036,Major,0.0447,124.986,4/4,0.527,80,0,2006Q2,0,-6
chuck wicks,all i ever wanted,86,2008-10-18,2008-11-08,4,Country,6RKrORavcsGPPrkRzkU14H,37.0,0.0268,0.538,207333.0,0.773,0.0,B,0.0829,-4.659,Major,0.0281,94.053,4/4,0.611,15,0,2008Q4,1,4
chuck wicks,stealing cinderella,56,2007-12-01,2008-04-12,20,Country,0Pvbr31U9bjdvUUNGNFnQJ,50.0,0.439,0.512,242733.0,0.396,2.43e-05,G#,0.117,-8.729,Major,0.0297,139.031,4/4,0.281,45,0,2007Q4,0,0
ciara,and i,96,2005-10-29,2005-10-29,1,Dance,1Jp9n1uHB72CfK31j4mEPh,50.0,0.255,0.691,233840.0,0.389,0.0,F#,0.0981,-10.125,Major,0.0653,122.219,4/4,0.437,5,0,2005Q4,0,-8
ciara,and i,96,2005-10-29,2005-10-29,1,R&B,1Jp9n1uHB72CfK31j4mEPh,50.0,0.255,0.691,233840.0,0.389,0.0,F#,0.0981,-10.125,Major,0.0653,122.219,4/4,0.437,5,0,2005Q4,0,-8
ciara,like a boy,19,2007-03-17,2007-07-28,20,Dance,358bOvBiZCS9fRzNYosw6c,60.0,0.267,0.701,237053.0,0.724,0.0,C,0.0867,-5.751,Minor,0.145,132.035,4/4,0.425,82,0,2007Q1,0,-3
ciara,like a boy,19,2007-03-17,2007-07-28,20,R&B,358bOvBiZCS9fRzNYosw6c,61.0,0.267,0.701,237053.0,0.724,0.0,C,0.0867,-5.751,Minor,0.145,132.035,4/4,0.425,82,0,2007Q1,0,-3
ciara,like a boy,19,2007-03-17,2007-07-28,20,Hip-Hop,358bOvBiZCS9fRzNYosw6c,61.0,0.267,0.701,237053.0,0.724,0.0,C,0.0867,-5.751,Minor,0.145,132.035,4/4,0.425,82,0,2007Q1,0,-3
ciara,like a boy,19,2007-03-17,2007-07-28,20,Rap,358bOvBiZCS9fRzNYosw6c,61.0,0.267,0.701,237053.0,0.724,0.0,C,0.0867,-5.751,Minor,0.145,132.035,4/4,0.425,82,0,2007Q1,0,-3
ciara,like a boy,19,2007-03-17,2007-07-28,20,Pop,358bOvBiZCS9fRzNYosw6c,61.0,0.267,0.701,237053.0,0.724,0.0,C,0.0867,-5.751,Minor,0.145,132.035,4/4,0.425,82,0,2007Q1,0,-3
ciara,promise,11,2006-11-25,2007-04-07,20,Dance,1pLdjo3lOBbMaoR4ZpybFH,56.0,0.409,0.697,267413.0,0.629,3.8e-06,A,0.0819,-5.757,Major,0.0425,123.279,4/4,0.439,90,0,2006Q4,0,-4
